Site;SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-07-31 03:00:00;10;67.2;57.9;66.9
2023-07-31 04:00:00;0;69.5;56.9;70.2
2023-07-31 05:00:00;0;64.4;54.2;66.3
2023-07-31 06:00:00;0;60.6;52.2;62.8
2023-07-31 07:00:00;11;67.8;59.2;68.0
2023-07-31 08:00:00;0;69.1;58.3;70.4
2023-07-31 09:00:00;0;64.3;55.0;66.6
2023-07-31 10:00:00;17;71.7;58.6;70.4
2023-07-31 11:00:00;0;70.1;56.5;70.6
2023-07-31 12:00:00;0;64.8;53.9;66.6
2023-07-31 13:00:00;13;72.8;59.1;70.7
2023-07-31 14:00:00;0;69.6;55.6;70.2
2023-07-31 15:00:00;0;64.6;53.2;66.2
2023-07-31 16:00:00;16;75.8;58.8;72.4
2023-07-31 17:00:00;13;75.2;58.0;72.9
2023-07-31 18:00:00;0;67.7;55.2;69.1
2023-07-31 19:00:00;6;65.4;55.0;66.9
2023-07-31 20:00:00;9;74.8;58.3;72.7
2023-07-31 21:00:00;12;70.9;56.5;70.8
2023-07-31 22:00:00;7;74.2;58.2;72.2
2023-07-31 23:00:00;0;67.0;54.7;68.3
2023-08-01 00:00:00;0;62.8;52.7;64.7
2023-08-01 01:00:00;0;59.2;51.0;61.3
2023-08-01 02:00:00;0;55.8;49.1;58.2
2023-08-01 03:00:00;0;52.9;47.2;55.2
2023-08-01 04:00:00;12;72.4;65.1;72.9
2023-08-01 05:00:00;0;69.9;61.0;72.5
2023-08-01 06:00:00;0;65.3;56.4;68.2
2023-08-01 07:00:00;0;61.2;53.2;64.1
2023-08-01 08:00:00;10;69.6;60.1;69.6
2023-08-01 09:00:00;0;69.5;55.9;70.7
2023-08-01 10:00:00;0;64.6;51.7;66.7
2023-08-01 11:00:00;13;71.3;57.4;70.2
2023-08-01 12:00:00;0;70.0;56.3;70.5
2023-08-01 13:00:00;17;71.7;56.9;70.4
2023-08-01 14:00:00;6;73.5;57.3;72.2
2023-08-01 15:00:00;14;71.7;57.1;71.0
2023-08-01 16:00:00;3;72.7;57.7;71.7
2023-08-01 17:00:00;0;66.2;54.8;67.7
2023-08-01 18:00:00;10;66.5;56.9;67.5
2023-08-01 19:00:00;3;72.1;58.1;71.4
2023-08-01 20:00:00;6;67.6;56.5;68.2
2023-08-01 21:00:00;8;75.2;58.1;72.4
2023-08-01 22:00:00;0;67.7;54.9;68.6
2023-08-01 23:00:00;0;63.4;53.2;65.0
2023-08-02 00:00:00;0;59.7;51.5;61.6
2023-08-02 01:00:00;3;57.0;50.2;59.1
2023-08-02 02:00:00;10;73.1;62.6;73.0
2023-08-02 03:00:00;0;66.9;56.5;68.7
2023-08-02 04:00:00;0;62.7;54.0;65.0
2023-08-02 05:00:00;0;59.1;51.7;61.5
2023-08-02 06:00:00;10;70.2;64.3;71.0
2023-08-02 07:00:00;0;68.8;61.5;71.3
2023-08-02 08:00:00;0;64.3;56.4;67.2
2023-08-02 09:00:00;10;69.8;59.1;69.3
2023-08-02 10:00:00;0;69.4;57.2;70.2
2023-08-02 11:00:00;0;64.5;54.7;66.3
2023-08-02 12:00:00;17;74.5;60.0;72.7
2023-08-02 13:00:00;0;69.2;56.1;70.1
2023-08-02 14:00:00;15;74.0;58.6;71.9
2023-08-02 15:00:00;0;68.3;56.7;69.5
2023-08-02 16:00:00;0;63.9;54.4;65.8
2023-08-02 17:00:00;8;63.0;55.1;64.6
2023-08-02 18:00:00;4;72.3;59.8;71.8
2023-08-02 19:00:00;0;65.8;55.4;67.5
2023-08-02 20:00:00;10;66.9;56.6;67.1
2023-08-02 21:00:00;6;74.1;57.6;72.3
2023-08-02 22:00:00;0;67.0;55.1;68.4
2023-08-02 23:00:00;18;75.2;59.1;72.7
2023-08-03 00:00:00;0;69.1;56.0;69.9
2023-08-03 01:00:00;0;64.3;53.9;66.1
2023-08-03 02:00:00;0;60.5;52.1;62.6
2023-08-03 03:00:00;0;57.1;50.1;59.4
2023-08-03 04:00:00;12;63.6;57.3;64.6
2023-08-03 05:00:00;0;73.2;63.5;75.4
2023-08-03 06:00:00;0;68.0;55.9;70.9
2023-08-03 07:00:00;0;63.8;51.5;66.6
2023-08-03 08:00:00;12;69.9;59.3;70.2
2023-08-03 09:00:00;0;68.1;57.6;69.5
2023-08-03 10:00:00;0;63.5;54.8;65.8
2023-08-03 11:00:00;14;68.5;58.0;68.4
2023-08-03 12:00:00;0;71.4;57.2;71.0
2023-08-03 13:00:00;13;70.8;56.8;69.7
2023-08-03 14:00:00;6;74.2;57.2;72.1
2023-08-03 15:00:00;0;67.0;54.3;68.1
2023-08-03 16:00:00;9;65.7;55.0;66.6
2023-08-03 17:00:00;5;74.4;58.3;72.3
2023-08-03 18:00:00;0;67.3;54.9;68.4
2023-08-03 19:00:00;0;63.0;53.1;64.8
2023-08-03 20:00:00;14;72.7;59.1;71.0
2023-08-03 21:00:00;5;70.1;56.7;70.1
2023-08-03 22:00:00;12;75.4;58.5;72.8
2023-08-03 23:00:00;6;69.7;56.6;70.0
2023-08-04 00:00:00;5;72.9;58.1;71.8
2023-08-04 01:00:00;0;66.3;54.9;67.8
2023-08-04 02:00:00;0;62.3;53.2;64.2
2023-08-04 03:00:00;0;58.6;51.3;60.9
2023-08-04 04:00:00;10;63.1;57.1;64.2
2023-08-04 05:00:00;0;71.3;64.6;73.2
2023-08-04 06:00:00;0;66.2;58.2;69.1
2023-08-04 07:00:00;14;70.5;59.6;70.4
2023-08-04 08:00:00;0;69.7;57.5;70.3
2023-08-04 09:00:00;0;64.6;54.9;66.4
2023-08-04 10:00:00;16;72.6;59.4;71.0
2023-08-04 11:00:00;0;69.8;56.6;70.5
2023-08-04 12:00:00;0;64.8;54.4;66.5
2023-08-04 13:00:00;18;73.8;59.2;71.3
2023-08-04 14:00:00;0;69.8;56.7;70.4
2023-08-04 15:00:00;0;64.8;54.4;66.4
2023-08-04 16:00:00;14;69.7;58.0;69.0
2023-08-04 17:00:00;0;69.9;58.0;70.6
2023-08-04 18:00:00;10;68.3;57.6;68.7
2023-08-04 19:00:00;6;73.5;58.8;72.1
2023-08-04 20:00:00;7;67.8;56.4;68.8
2023-08-04 21:00:00;12;75.7;58.1;72.9
2023-08-04 22:00:00;0;68.3;55.3;69.3
2023-08-04 23:00:00;13;69.5;56.6;69.3
2023-08-05 00:00:00;1;71.8;57.9;71.3
2023-08-05 01:00:00;0;65.7;54.9;67.3
2023-08-05 02:00:00;0;61.7;53.0;63.7
2023-08-05 03:00:00;13;71.1;59.0;70.1
2023-08-05 04:00:00;0;68.3;56.1;69.3
2023-08-05 05:00:00;0;63.7;53.7;65.6
2023-08-05 06:00:00;9;70.3;60.1;70.1
2023-08-05 07:00:00;0;67.5;57.0;69.0
2023-08-05 08:00:00;0;63.2;54.3;65.3
2023-08-05 09:00:00;11;67.7;57.7;67.4
2023-08-05 10:00:00;0;71.7;57.1;71.4
2023-08-05 11:00:00;0;65.9;54.3;67.3
2023-08-05 12:00:00;26;75.3;58.3;71.9
2023-08-05 13:00:00;0;71.2;56.7;71.1
2023-08-05 14:00:00;8;68.1;56.2;68.9
2023-08-05 15:00:00;7;74.2;58.2;72.2
2023-08-05 16:00:00;0;67.1;54.7;68.2
2023-08-05 17:00:00;23;74.8;58.6;71.9
2023-08-05 18:00:00;0;69.9;56.9;69.8
2023-08-05 19:00:00;27;76.8;58.1;73.2
2023-08-05 20:00:00;0;71.0;56.0;71.0
2023-08-05 21:00:00;18;71.8;56.9;70.8
2023-08-05 22:00:00;3;73.6;57.6;72.1
2023-08-05 23:00:00;0;66.9;54.4;68.1
2023-08-06 00:00:00;0;62.7;52.8;64.5
2023-08-06 01:00:00;0;59.0;51.1;61.1
2023-08-06 02:00:00;1;55.8;49.1;58.0
2023-08-06 03:00:00;12;75.4;60.5;73.1
2023-08-06 04:00:00;0;68.1;54.9;68.9
2023-08-06 05:00:00;0;63.6;52.9;65.2
2023-08-06 06:00:00;7;69.8;60.5;69.7
2023-08-06 07:00:00;0;67.6;58.4;69.6
2023-08-06 08:00:00;0;63.3;55.0;65.8
2023-08-06 09:00:00;2;59.9;52.6;62.4
2023-08-06 10:00:00;10;75.1;60.5;73.3
2023-08-06 11:00:00;0;67.9;55.2;69.1
2023-08-06 12:00:00;5;64.7;54.4;66.3
2023-08-06 13:00:00;22;76.2;58.5;73.2
2023-08-06 14:00:00;4;70.0;56.4;70.3
2023-08-06 15:00:00;20;76.6;58.1;73.1
2023-08-06 16:00:00;0;69.6;55.6;70.1
2023-08-06 17:00:00;0;64.7;53.4;66.2
2023-08-06 18:00:00;14;72.5;60.0;71.0
2023-08-06 19:00:00;2;68.2;56.7;69.5
2023-08-06 20:00:00;24;77.3;58.3;73.3
2023-08-06 21:00:00;3;70.9;56.5;71.0
2023-08-06 22:00:00;12;74.8;57.8;72.5
2023-08-06 23:00:00;0;67.3;54.3;68.5
2023-08-07 00:00:00;0;63.0;52.4;64.8
2023-08-07 01:00:00;0;59.3;50.5;61.4
2023-08-07 02:00:00;0;55.9;48.6;58.2
2023-08-07 03:00:00;14;69.8;59.9;69.4
2023-08-07 04:00:00;0;68.8;56.2;69.7
2023-08-07 05:00:00;0;64.1;53.5;65.9
2023-08-07 06:00:00;10;70.2;55.6;65.3
2023-08-07 07:00:00;16;74.4;30.5;39.6
2023-08-07 08:00:00;20;74.3;36.1;45.0
2023-08-07 09:00:00;13;76.3;53.8;65.6
2023-08-07 10:00:00;7;74.6;31.2;37.3
2023-08-07 11:00:00;5;73.5;31.1;36.0
2023-08-07 12:00:00;21;75.5;54.3;68.1
2023-08-07 13:00:00;1;70.3;50.4;62.2
2023-08-07 14:00:00;18;75.5;54.6;68.8
2023-08-07 15:00:00;0;69.2;54.8;69.8
2023-08-07 16:00:00;11;69.2;55.5;69.0
2023-08-07 17:00:00;4;72.1;57.7;71.7
2023-08-07 18:00:00;0;65.7;54.4;67.6
2023-08-07 19:00:00;18;71.8;58.4;70.9
2023-08-07 20:00:00;0;70.7;37.9;44.9
2023-08-07 21:00:00;22;75.6;55.0;67.9
2023-08-07 22:00:00;6;73.4;28.3;34.3
2023-08-07 23:00:00;20;76.1;57.5;72.7
2023-08-08 00:00:00;3;73.1;29.7;34.0
2023-08-08 01:00:00;5;73.0;28.7;34.3
2023-08-08 02:00:00;5;72.1;29.6;34.9
2023-08-08 03:00:00;4;69.0;29.3;40.0
2023-08-08 04:00:00;23;73.0;48.6;59.1
2023-08-08 05:00:00;2;71.0;43.3;51.5
2023-08-08 06:00:00;8;72.4;30.5;36.4
2023-08-08 07:00:00;24;74.1;46.2;57.2
2023-08-08 08:00:00;2;73.1;45.3;54.0
2023-08-08 09:00:00;6;73.0;30.0;35.6
2023-08-08 10:00:00;25;74.1;43.6;54.9
2023-08-08 11:00:00;4;72.6;58.2;71.8
2023-08-08 12:00:00;12;68.7;54.4;68.4
2023-08-08 13:00:00;21;76.3;57.5;73.0
2023-08-08 14:00:00;0;69.6;55.0;70.3
2023-08-08 15:00:00;24;75.5;57.4;72.1
2023-08-08 16:00:00;0;70.4;56.6;70.8
2023-08-08 17:00:00;0;64.9;53.8;66.7
2023-08-08 18:00:00;20;76.2;58.8;72.8
2023-08-08 19:00:00;0;69.8;54.2;70.0
2023-08-08 20:00:00;17;70.9;56.2;70.1
2023-08-08 21:00:00;5;72.2;57.9;71.7
2023-08-08 22:00:00;16;75.2;58.8;72.8
2023-08-08 23:00:00;0;68.5;55.5;69.6
2023-08-09 00:00:00;0;63.9;53.2;65.7
2023-08-09 01:00:00;0;60.0;51.2;62.1
2023-08-09 02:00:00;16;75.0;60.2;73.0
2023-08-09 03:00:00;0;68.0;55.1;69.1
2023-08-09 04:00:00;0;63.5;52.8;65.3
2023-08-09 05:00:00;0;59.6;51.1;61.8
2023-08-09 06:00:00;16;70.1;51.3;60.1
2023-08-09 07:00:00;2;68.1;29.9;40.6
2023-08-09 08:00:00;20;73.8;36.6;46.5
2023-08-09 09:00:00;8;74.4;57.8;72.4
2023-08-09 10:00:00;12;71.2;56.4;70.7
2023-08-09 11:00:00;3;72.8;57.1;71.9
2023-08-09 12:00:00;0;66.1;54.0;67.7
2023-08-09 13:00:00;30;75.9;57.0;72.9
2023-08-09 14:00:00;6;73.8;57.1;71.9
2023-08-09 15:00:00;0;66.6;53.9;67.8
2023-08-09 16:00:00;0;62.4;52.1;64.2
2023-08-09 17:00:00;13;73.3;59.3;71.2
2023-08-09 18:00:00;5;69.4;56.2;69.9
2023-08-09 19:00:00;17;75.6;58.2;72.9
2023-08-09 20:00:00;11;71.2;56.2;70.5
2023-08-09 21:00:00;17;76.4;57.3;72.8
2023-08-09 22:00:00;6;69.7;55.0;70.0
2023-08-09 23:00:00;19;76.6;57.8;73.0
2023-08-10 00:00:00;0;69.6;55.2;70.2
2023-08-10 01:00:00;0;64.6;52.9;66.2
2023-08-10 02:00:00;0;60.7;51.2;62.6
2023-08-10 03:00:00;0;57.2;49.3;59.4
2023-08-10 04:00:00;10;62.3;55.9;63.3
2023-08-10 05:00:00;0;72.3;63.9;74.1
2023-08-10 06:00:00;0;67.1;58.0;69.8
2023-08-10 07:00:00;4;64.0;55.5;66.1
2023-08-10 08:00:00;10;72.7;60.1;72.2
2023-08-10 09:00:00;0;66.1;55.3;67.9
2023-08-10 10:00:00;20;72.0;58.0;70.8
2023-08-10 11:00:00;0;70.9;56.4;70.8
2023-08-10 12:00:00;0;65.1;53.8;66.7
2023-08-10 13:00:00;18;69.3;57.1;68.9
2023-08-10 14:00:00;1;71.2;57.6;71.1
2023-08-10 15:00:00;0;65.2;54.5;67.0
2023-08-10 16:00:00;15;71.1;58.7;70.2
2023-08-10 17:00:00;0;69.6;56.6;70.2
2023-08-10 18:00:00;3;65.1;54.5;66.2
2023-08-10 19:00:00;16;75.4;58.9;73.0
2023-08-10 20:00:00;27;76.7;56.9;73.0
2023-08-10 21:00:00;1;72.2;55.9;71.4
2023-08-10 22:00:00;12;70.1;56.2;70.1
2023-08-10 23:00:00;6;74.4;57.4;72.1
2023-08-11 00:00:00;0;67.2;54.1;68.1
2023-08-11 01:00:00;0;62.9;52.6;64.5
2023-08-11 02:00:00;0;59.2;50.9;61.1
2023-08-11 03:00:00;0;55.8;49.0;58.0
2023-08-11 04:00:00;13;72.2;63.9;72.2
2023-08-11 05:00:00;0;69.7;60.3;72.0
2023-08-11 06:00:00;0;65.1;56.4;67.8
2023-08-11 07:00:00;14;70.0;59.6;70.1
2023-08-11 08:00:00;0;69.1;57.7;70.2
2023-08-11 09:00:00;22;76.2;58.6;72.3
2023-08-11 10:00:00;0;70.3;56.2;70.6
2023-08-11 11:00:00;20;71.6;56.2;70.6
2023-08-11 12:00:00;6;73.7;57.7;72.0
2023-08-11 13:00:00;0;66.8;54.9;68.0
2023-08-11 14:00:00;17;73.7;58.2;71.4
2023-08-11 15:00:00;0;69.6;56.1;70.3
2023-08-11 16:00:00;0;64.6;54.3;66.2
2023-08-11 17:00:00;13;69.7;58.5;68.8
2023-08-11 18:00:00;0;70.4;56.9;70.7
2023-08-11 19:00:00;13;70.6;57.7;70.2
2023-08-11 20:00:00;1;72.3;57.1;71.3
2023-08-11 21:00:00;10;68.8;55.6;69.0
2023-08-11 22:00:00;13;75.1;58.2;72.7
2023-08-11 23:00:00;0;67.8;55.8;69.1
2023-08-12 00:00:00;0;63.5;53.9;65.3
2023-08-12 01:00:00;14;68.2;58.5;67.9
2023-08-12 02:00:00;0;69.9;57.8;70.5
2023-08-12 03:00:00;0;64.6;55.1;66.5
2023-08-12 04:00:00;0;60.6;53.0;62.9
2023-08-12 05:00:00;0;57.2;50.8;59.6
2023-08-12 06:00:00;10;70.4;65.2;71.2
2023-08-12 07:00:00;0;69.0;61.9;71.6
2023-08-12 08:00:00;0;64.5;56.6;67.4
2023-08-12 09:00:00;18;73.6;58.6;71.2
2023-08-12 10:00:00;0;70.7;55.9;70.7
2023-08-12 11:00:00;17;72.1;56.9;70.9
2023-08-12 12:00:00;3;72.7;56.9;71.5
2023-08-12 13:00:00;12;70.1;56.3;70.0
2023-08-12 14:00:00;6;73.0;58.5;71.9
2023-08-12 15:00:00;12;70.1;57.0;70.3
2023-08-12 16:00:00;7;74.1;58.1;72.1
2023-08-12 17:00:00;0;67.0;54.8;68.1
2023-08-12 18:00:00;15;71.2;58.0;70.2
2023-08-12 19:00:00;0;71.0;56.4;71.0
2023-08-12 20:00:00;29;76.3;57.3;72.8
2023-08-12 21:00:00;4;72.9;57.1;71.8
2023-08-12 22:00:00;7;68.6;56.2;68.9
2023-08-12 23:00:00;8;74.6;58.2;72.3
2023-08-13 00:00:00;0;67.5;55.1;68.5
2023-08-13 01:00:00;0;63.2;53.4;64.9
2023-08-13 02:00:00;15;70.7;58.2;69.3
2023-08-13 03:00:00;0;69.7;57.0;70.4
2023-08-13 04:00:00;0;64.7;54.5;66.4
2023-08-13 05:00:00;0;60.8;52.6;62.9
2023-08-13 06:00:00;9;69.7;63.4;70.5
2023-08-13 07:00:00;0;68.3;61.3;70.9
2023-08-13 08:00:00;0;63.9;56.5;66.8
2023-08-13 09:00:00;9;65.8;57.2;66.7
2023-08-13 10:00:00;2;73.1;58.1;72.1
2023-08-13 11:00:00;3;67.1;55.5;68.4
2023-08-13 12:00:00;20;76.5;58.4;73.1
2023-08-13 13:00:00;7;71.3;56.6;70.6
2023-08-13 14:00:00;9;74.0;57.9;72.0
2023-08-13 15:00:00;0;66.9;54.8;68.1
2023-08-13 16:00:00;10;66.9;56.1;67.6
2023-08-13 17:00:00;5;73.4;58.3;72.0
2023-08-13 18:00:00;10;69.5;56.5;69.7
2023-08-13 19:00:00;6;72.9;58.1;72.0
2023-08-13 20:00:00;20;72.3;56.6;71.3
2023-08-13 21:00:00;11;74.7;57.7;72.5
2023-08-13 22:00:00;19;73.9;57.4;72.1
2023-08-13 23:00:00;1;71.4;56.9;70.8
2023-08-14 00:00:00;0;65.4;54.4;66.8
2023-08-14 01:00:00;0;61.5;52.6;63.4
2023-08-14 02:00:00;0;57.9;50.8;60.1
2023-08-14 03:00:00;15;71.8;62.1;71.7
2023-08-14 04:00:00;0;69.5;59.3;71.5
2023-08-14 05:00:00;0;65.1;56.0;67.5
2023-08-14 06:00:00;9;70.3;60.2;70.4
2023-08-14 07:00:00;0;67.7;57.4;69.3
2023-08-14 08:00:00;18;74.5;59.0;72.1
2023-08-14 09:00:00;0;69.8;56.2;70.3
2023-08-14 10:00:00;0;64.9;54.2;66.4
2023-08-14 11:00:00;11;65.9;56.3;66.9
2023-08-14 12:00:00;8;73.6;58.0;72.2
2023-08-14 13:00:00;16;71.9;56.7;71.1
2023-08-14 14:00:00;3;72.9;58.0;71.8
2023-08-14 15:00:00;0;66.4;55.0;67.8
2023-08-14 16:00:00;11;67.4;57.0;67.9
2023-08-14 17:00:00;3;72.5;57.9;71.5
2023-08-14 18:00:00;0;66.1;54.9;67.5
2023-08-14 19:00:00;16;74.2;60.2;72.5
2023-08-14 20:00:00;14;71.9;57.3;71.4
2023-08-14 21:00:00;9;74.4;57.9;72.3
2023-08-14 22:00:00;11;69.4;56.0;69.7
2023-08-14 23:00:00;11;75.3;58.5;72.6
2023-08-15 00:00:00;0;68.0;55.6;68.9
2023-08-15 01:00:00;0;63.7;53.7;65.3
2023-08-15 02:00:00;0;60.0;52.1;62.0
2023-08-15 03:00:00;6;59.6;52.8;61.4
2023-08-15 04:00:00;6;72.4;66.8;73.7
2023-08-15 05:00:00;0;67.0;59.9;69.8
2023-08-15 06:00:00;0;62.9;55.6;65.7
2023-08-15 07:00:00;17;72.9;60.7;71.9
2023-08-15 08:00:00;0;68.1;57.1;69.5
2023-08-15 09:00:00;14;69.8;57.9;69.8
2023-08-15 10:00:00;3;73.0;57.8;71.8
2023-08-15 11:00:00;2;66.9;55.0;67.6
2023-08-15 12:00:00;12;75.7;59.3;73.0
2023-08-15 13:00:00;0;68.4;55.5;69.1
2023-08-15 14:00:00;17;74.0;58.8;72.3
2023-08-15 15:00:00;0;68.6;56.5;69.5
2023-08-15 16:00:00;5;65.2;54.7;66.4
2023-08-15 17:00:00;13;74.3;60.2;72.9
2023-08-15 18:00:00;6;69.0;57.7;69.9
2023-08-15 19:00:00;8;73.3;58.3;71.9
2023-08-15 20:00:00;11;69.8;56.7;69.7
2023-08-15 21:00:00;10;74.3;58.1;72.0
2023-08-15 22:00:00;19;76.2;57.9;73.0
2023-08-15 23:00:00;0;69.3;56.6;70.1
2023-08-16 00:00:00;0;64.7;54.5;66.3
2023-08-16 01:00:00;0;60.8;52.8;62.9
2023-08-16 02:00:00;16;65.8;57.4;66.6
2023-08-16 03:00:00;0;70.2;58.3;70.5
2023-08-16 04:00:00;0;64.8;55.4;66.6
2023-08-16 05:00:00;0;60.9;53.3;63.1
2023-08-16 06:00:00;9;69.9;63.1;70.7
2023-08-16 07:00:00;0;68.3;61.2;70.8
2023-08-16 08:00:00;0;64.0;56.7;66.8
2023-08-16 09:00:00;15;75.2;59.9;72.8
2023-08-16 10:00:00;0;68.6;55.9;69.4
2023-08-16 11:00:00;12;69.1;56.3;68.8
2023-08-16 12:00:00;4;73.4;57.7;72.0
2023-08-16 13:00:00;16;74.5;58.4;72.1
2023-08-16 14:00:00;0;70.0;56.9;70.6
2023-08-16 15:00:00;4;66.0;55.5;67.3
2023-08-16 16:00:00;11;74.8;59.4;72.8
2023-08-16 17:00:00;0;67.7;55.9;68.9
2023-08-16 18:00:00;14;69.7;57.7;69.5
2023-08-16 19:00:00;1;72.4;57.5;71.3
2023-08-16 20:00:00;22;74.3;57.3;71.9
2023-08-16 21:00:00;0;72.0;56.6;71.0
2023-08-16 22:00:00;21;73.1;56.4;71.2
2023-08-16 23:00:00;6;73.7;56.9;71.8
2023-08-17 00:00:00;0;67.0;54.4;67.8
2023-08-17 01:00:00;0;62.8;53.3;64.3
2023-08-17 02:00:00;0;59.3;51.6;61.1
2023-08-17 03:00:00;14;70.9;61.5;70.8
2023-08-17 04:00:00;0;69.4;59.4;71.3
2023-08-17 05:00:00;0;65.0;56.2;67.4
2023-08-17 06:00:00;8;70.2;60.2;70.1
2023-08-17 07:00:00;0;67.7;57.5;69.3
2023-08-17 08:00:00;8;66.1;57.0;67.7
2023-08-17 09:00:00;8;74.3;58.5;72.3
2023-08-17 10:00:00;7;69.2;56.8;69.9
2023-08-17 11:00:00;6;74.0;58.3;72.1
2023-08-17 12:00:00;0;67.1;55.0;68.2
2023-08-17 13:00:00;5;64.3;54.5;65.5
2023-08-17 14:00:00;13;75.2;59.5;73.0
2023-08-17 15:00:00;0;68.1;55.9;69.2
2023-08-17 16:00:00;12;68.3;56.8;68.8
2023-08-17 17:00:00;6;73.7;58.0;71.9
2023-08-17 18:00:00;0;66.8;55.1;68.0
2023-08-17 19:00:00;13;68.0;56.2;68.3
2023-08-17 20:00:00;7;74.8;58.1;72.4
2023-08-17 21:00:00;20;75.1;57.9;72.3
2023-08-17 22:00:00;6;72.1;57.0;71.2
2023-08-17 23:00:00;13;74.9;57.9;72.5
2023-08-18 00:00:00;0;68.0;55.6;68.9
2023-08-18 01:00:00;0;63.7;53.9;65.3
2023-08-18 02:00:00;0;60.0;52.3;62.0
2023-08-18 03:00:00;13;68.5;59.0;68.4
2023-08-18 04:00:00;0;68.7;57.6;69.8
2023-08-18 05:00:00;0;64.1;55.0;66.0
2023-08-18 06:00:00;8;70.1;60.2;69.9
2023-08-18 07:00:00;0;67.8;57.3;69.2
2023-08-18 08:00:00;23;72.9;57.3;71.3
2023-08-18 09:00:00;7;74.8;57.6;72.3
2023-08-18 10:00:00;0;67.6;55.1;68.4
2023-08-18 11:00:00;21;74.0;57.9;71.1
2023-08-18 12:00:00;2;71.6;56.4;71.1
2023-08-18 13:00:00;30;76.6;57.2;73.3
2023-08-18 14:00:00;2;72.9;57.2;71.8
2023-08-18 15:00:00;0;66.6;54.9;67.8
2023-08-18 16:00:00;15;69.7;57.4;69.4
2023-08-18 17:00:00;2;72.5;57.5;71.6
2023-08-18 18:00:00;0;66.3;54.9;67.6
2023-08-18 19:00:00;10;66.4;56.8;67.3
2023-08-18 20:00:00;4;72.6;58.6;71.8
2023-08-18 21:00:00;17;74.5;58.4;72.3
2023-08-18 22:00:00;7;71.6;57.2;71.6
2023-08-18 23:00:00;9;74.6;58.3;72.3
2023-08-19 00:00:00;0;67.5;55.3;68.5
2023-08-19 01:00:00;0;63.4;53.6;65.0
2023-08-19 02:00:00;9;63.2;55.1;64.5
2023-08-19 03:00:00;7;73.4;59.4;72.3
2023-08-19 04:00:00;0;66.6;55.8;68.1
2023-08-19 05:00:00;0;62.6;53.8;64.6
2023-08-19 06:00:00;8;69.9;61.3;70.5
2023-08-19 07:00:00;0;67.8;58.7;69.8
2023-08-19 08:00:00;0;63.6;55.6;66.1
2023-08-19 09:00:00;17;73.8;58.9;71.6
2023-08-19 10:00:00;0;70.0;55.4;70.1
2023-08-19 11:00:00;20;71.7;55.6;70.2
2023-08-19 12:00:00;7;74.2;58.1;72.2
2023-08-19 13:00:00;4;68.3;56.1;68.8
2023-08-19 14:00:00;12;75.9;57.7;72.8
2023-08-19 15:00:00;0;68.3;54.8;69.0
2023-08-19 16:00:00;15;73.6;58.4;70.8
2023-08-19 17:00:00;0;70.1;56.1;70.3
2023-08-19 18:00:00;16;70.2;55.7;69.6
2023-08-19 19:00:00;12;75.6;57.2;72.7
2023-08-19 20:00:00;17;73.7;56.4;71.8
2023-08-19 21:00:00;3;72.6;57.1;71.3
2023-08-19 22:00:00;7;67.9;55.9;68.4
2023-08-19 23:00:00;13;75.2;58.4;72.6
2023-08-20 00:00:00;0;68.0;55.8;69.0
2023-08-20 01:00:00;0;63.7;54.0;65.4
2023-08-20 02:00:00;0;60.0;52.3;62.0
2023-08-20 03:00:00;5;58.8;52.1;60.3
2023-08-20 04:00:00;8;72.8;65.2;73.7
2023-08-20 05:00:00;0;67.2;59.5;69.9
2023-08-20 06:00:00;0;63.1;55.7;65.9
2023-08-20 07:00:00;0;59.4;52.9;62.1
2023-08-20 08:00:00;11;72.4;60.5;71.3
2023-08-20 09:00:00;0;68.4;54.5;69.4
2023-08-20 10:00:00;14;69.7;56.0;69.5
2023-08-20 11:00:00;3;72.1;58.2;71.5
2023-08-20 12:00:00;13;70.4;57.4;69.9
2023-08-20 13:00:00;8;73.8;57.6;71.8
2023-08-20 14:00:00;19;74.1;58.2;71.9
2023-08-20 15:00:00;0;71.7;56.5;71.0
2023-08-20 16:00:00;16;71.8;57.4;70.9
2023-08-20 17:00:00;1;71.5;57.7;71.2
2023-08-20 18:00:00;0;65.7;55.3;67.3
2023-08-20 19:00:00;11;66.3;56.8;67.2
2023-08-20 20:00:00;8;73.2;58.3;71.1
2023-08-20 21:00:00;19;76.8;57.7;73.1
2023-08-20 22:00:00;21;75.6;57.3;72.8
2023-08-20 23:00:00;0;71.8;56.5;71.0
2023-08-21 00:00:00;8;67.2;54.6;67.7
2023-08-21 01:00:00;14;74.6;59.2;72.7
2023-08-21 02:00:00;0;67.7;56.6;68.9
2023-08-21 03:00:00;0;63.5;54.5;65.3
2023-08-21 04:00:00;0;59.8;52.6;62.0
2023-08-21 05:00:00;4;58.5;52.1;60.4
2023-08-21 06:00:00;8;74.1;66.2;74.9
2023-08-21 07:00:00;7;70.1;60.9;72.1
2023-08-21 08:00:00;16;75.4;58.3;72.7
2023-08-21 09:00:00;0;68.4;56.5;69.3
