Site;SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-07-04 08:00:00;4;74.6;61.2;72.7
2023-07-04 09:00:00;0;69.2;49.4;69.1
2023-07-04 10:00:00;29;73.3;58.1;70.6
2023-07-04 11:00:00;0;72.6;55.7;71.8
2023-07-04 12:00:00;29;70.6;50.3;69.4
2023-07-04 13:00:00;8;75.4;62.2;73.4
2023-07-04 14:00:00;0;70.0;49.6;69.9
2023-07-04 15:00:00;27;70.9;53.0;69.2
2023-07-04 16:00:00;0;74.0;59.4;73.0
2023-07-04 17:00:00;0;69.1;47.6;69.1
2023-07-04 18:00:00;0;64.8;41.9;65.1
2023-07-04 19:00:00;30;70.6;54.0;68.9
2023-07-04 20:00:00;0;73.1;56.1;72.1
2023-07-04 21:00:00;0;68.1;46.6;68.2
2023-07-04 22:00:00;31;72.8;58.0;70.9
2023-07-04 23:00:00;0;73.2;56.3;72.4
2023-07-05 00:00:00;0;68.3;46.4;68.4
2023-07-05 01:00:00;0;64.0;41.1;64.4
2023-07-05 02:00:00;27;66.4;47.2;65.5
2023-07-05 03:00:00;0;74.0;60.4;72.5
2023-07-05 04:00:00;0;69.0;48.7;68.8
2023-07-05 05:00:00;0;64.7;42.8;65.0
2023-07-05 06:00:00;0;60.8;39.1;61.3
2023-07-05 07:00:00;26;64.3;45.7;63.6
2023-07-05 08:00:00;0;74.5;59.5;72.8
2023-07-05 09:00:00;0;69.1;48.5;69.0
2023-07-05 10:00:00;0;64.8;42.6;65.1
2023-07-05 11:00:00;35;75.8;62.3;73.0
2023-07-05 12:00:00;0;71.4;52.1;70.9
2023-07-05 13:00:00;0;66.8;44.4;66.9
2023-07-05 14:00:00;34;75.6;61.9;73.0
2023-07-05 15:00:00;22;74.0;58.3;71.8
2023-07-05 16:00:00;0;73.8;58.5;72.8
2023-07-05 17:00:00;0;69.0;47.1;68.9
2023-07-05 18:00:00;26;71.2;53.6;69.1
2023-07-05 19:00:00;0;73.3;57.1;72.3
2023-07-05 20:00:00;0;68.4;46.8;68.4
2023-07-05 21:00:00;36;75.7;62.4;73.1
2023-07-05 22:00:00;0;70.9;51.7;70.4
2023-07-05 23:00:00;29;74.5;60.1;71.8
2023-07-06 00:00:00;0;72.0;54.1;71.3
2023-07-06 01:00:00;0;67.3;45.6;67.4
2023-07-06 02:00:00;0;63.2;40.8;63.6
2023-07-06 03:00:00;0;59.4;37.8;60.0
2023-07-06 04:00:00;5;56.7;36.5;57.2
2023-07-06 05:00:00;21;76.1;62.4;73.4
2023-07-06 06:00:00;0;69.1;50.4;64.2
2023-07-06 07:00:00;1;59.8;36.2;43.4
2023-07-06 08:00:00;3;72.4;26.0;34.1
2023-07-06 09:00:00;38;76.7;61.7;71.9
2023-07-06 10:00:00;0;71.5;52.0;71.0
2023-07-06 11:00:00;29;76.0;62.9;72.8
2023-07-06 12:00:00;0;71.2;51.9;70.8
2023-07-06 13:00:00;21;68.4;46.7;67.9
2023-07-06 14:00:00;11;75.4;63.0;73.5
2023-07-06 15:00:00;0;70.1;49.8;69.9
2023-07-06 16:00:00;28;74.5;59.9;71.8
2023-07-06 17:00:00;0;72.5;53.9;71.8
2023-07-06 18:00:00;0;67.7;45.2;67.8
2023-07-06 19:00:00;0;63.4;40.3;63.9
2023-07-06 20:00:00;37;70.1;52.7;68.3
2023-07-06 21:00:00;0;72.8;56.4;71.8
2023-07-06 22:00:00;0;67.9;46.6;68.0
2023-07-06 23:00:00;29;70.7;53.3;68.8
2023-07-07 00:00:00;0;73.4;57.8;72.3
2023-07-07 01:00:00;0;68.5;47.2;68.5
2023-07-07 02:00:00;0;64.2;41.7;64.6
2023-07-07 03:00:00;0;60.4;38.3;60.9
2023-07-07 04:00:00;26;66.1;48.9;64.9
2023-07-07 05:00:00;0;73.5;59.1;72.3
2023-07-07 06:00:00;0;68.7;48.4;68.5
2023-07-07 07:00:00;0;64.4;42.6;64.7
2023-07-07 08:00:00;23;63.6;42.5;63.4
2023-07-07 09:00:00;13;75.3;63.3;73.1
2023-07-07 10:00:00;0;70.0;50.4;69.7
2023-07-07 11:00:00;29;73.6;58.2;71.0
2023-07-07 12:00:00;0;72.7;55.4;71.9
2023-07-07 13:00:00;0;68.0;46.1;68.0
2023-07-07 14:00:00;0;63.7;41.0;64.1
2023-07-07 15:00:00;0;59.8;37.8;60.4
2023-07-07 16:00:00;30;73.6;59.3;70.8
2023-07-07 17:00:00;0;71.6;52.9;71.0
2023-07-07 18:00:00;0;66.9;45.0;67.1
2023-07-07 19:00:00;29;72.7;57.9;70.2
2023-07-07 20:00:00;0;72.4;55.6;71.7
2023-07-07 21:00:00;26;72.6;56.0;70.5
2023-07-07 22:00:00;0;73.8;59.1;73.0
2023-07-07 23:00:00;0;69.0;47.4;69.0
2023-07-08 00:00:00;0;64.7;41.7;65.0
2023-07-08 01:00:00;22;64.4;43.5;63.6
2023-07-08 02:00:00;5;75.0;62.2;73.1
2023-07-08 03:00:00;0;69.8;50.0;69.5
2023-07-08 04:00:00;0;65.4;43.6;65.6
2023-07-08 05:00:00;0;61.5;39.6;61.9
2023-07-08 06:00:00;16;61.5;41.7;60.9
2023-07-08 07:00:00;6;75.3;61.1;72.9
2023-07-08 08:00:00;0;69.7;49.9;69.4
2023-07-08 09:00:00;0;65.2;43.6;65.5
2023-07-08 10:00:00;37;69.1;51.0;67.7
2023-07-08 11:00:00;0;73.8;58.4;72.6
2023-07-08 12:00:00;10;69.6;48.8;68.6
2023-07-08 13:00:00;16;76.0;62.9;73.8
2023-07-08 14:00:00;0;70.6;50.0;70.3
2023-07-08 15:00:00;26;73.3;57.8;70.9
2023-07-08 16:00:00;0;72.9;55.8;72.1
2023-07-08 17:00:00;0;68.1;46.2;68.2
2023-07-08 18:00:00;18;65.9;43.9;65.4
2023-07-08 19:00:00;17;76.1;62.7;73.8
2023-07-08 20:00:00;0;70.6;50.2;70.3
2023-07-08 21:00:00;0;66.0;43.5;66.3
2023-07-08 22:00:00;32;70.3;52.9;68.1
2023-07-08 23:00:00;0;73.4;57.9;72.3
2023-07-09 00:00:00;0;68.5;47.6;68.5
2023-07-09 01:00:00;0;64.2;42.1;64.5
2023-07-09 02:00:00;0;60.4;38.6;60.9
2023-07-09 03:00:00;29;73.8;59.7;71.7
2023-07-09 04:00:00;0;71.3;53.0;70.8
2023-07-09 05:00:00;0;66.8;45.5;66.9
2023-07-09 06:00:00;0;62.7;41.0;63.1
2023-07-09 07:00:00;0;59.0;37.9;59.6
2023-07-09 08:00:00;27;74.9;61.8;72.4
2023-07-09 09:00:00;0;70.7;51.8;70.3
2023-07-09 10:00:00;17;68.0;47.3;67.3
2023-07-09 11:00:00;10;75.3;62.6;73.3
2023-07-09 12:00:00;0;70.0;49.8;69.8
2023-07-09 13:00:00;29;71.3;53.8;69.6
2023-07-09 14:00:00;0;74.2;59.5;73.2
2023-07-09 15:00:00;0;69.3;48.0;69.3
2023-07-09 16:00:00;32;72.8;57.3;71.1
2023-07-09 17:00:00;0;72.8;56.3;72.1
2023-07-09 18:00:00;0;68.1;46.7;67.8
2023-07-09 19:00:00;29;76.2;63.5;73.9
2023-07-09 20:00:00;0;71.0;51.3;70.7
2023-07-09 21:00:00;8;66.6;43.9;66.8
2023-07-09 22:00:00;27;76.3;63.6;73.9
2023-07-09 23:00:00;0;71.0;51.2;70.6
2023-07-10 00:00:00;0;66.4;44.1;66.7
2023-07-10 01:00:00;0;62.2;39.9;62.8
2023-07-10 02:00:00;34;75.7;62.4;73.1
2023-07-10 03:00:00;0;71.0;52.4;70.6
2023-07-10 04:00:00;0;66.5;45.1;66.7
2023-07-10 05:00:00;0;62.4;40.7;62.9
2023-07-10 06:00:00;0;58.8;37.8;59.4
2023-07-10 07:00:00;27;73.4;59.9;71.1
2023-07-10 08:00:00;0;71.7;53.5;71.1
2023-07-10 09:00:00;0;67.1;45.8;67.2
2023-07-10 10:00:00;33;73.7;58.7;71.6
2023-07-10 11:00:00;0;71.9;53.8;71.2
2023-07-10 12:00:00;0;67.2;45.5;67.3
2023-07-10 13:00:00;40;70.8;52.5;69.0
2023-07-10 14:00:00;22;75.6;63.5;72.9
2023-07-10 15:00:00;0;73.8;59.5;72.8
2023-07-10 16:00:00;0;69.0;47.7;69.0
2023-07-10 17:00:00;0;64.6;41.9;65.0
2023-07-10 18:00:00;29;69.5;53.0;67.8
2023-07-10 19:00:00;0;73.3;58.5;72.5
2023-07-10 20:00:00;0;68.6;47.8;68.6
2023-07-10 21:00:00;34;75.3;62.0;72.7
2023-07-10 22:00:00;0;71.0;52.4;70.5
2023-07-10 23:00:00;29;72.0;55.2;70.6
2023-07-11 00:00:00;0;73.2;57.7;72.3
2023-07-11 01:00:00;0;68.4;47.2;68.4
2023-07-11 02:00:00;0;64.2;41.9;64.5
2023-07-11 03:00:00;0;60.4;38.7;60.9
2023-07-11 04:00:00;23;67.0;50.5;65.6
2023-07-11 05:00:00;0;73.3;57.8;72.1
2023-07-11 06:00:00;0;68.5;48.3;68.4
2023-07-11 07:00:00;0;64.2;42.9;64.5
2023-07-11 08:00:00;0;60.4;39.3;60.9
2023-07-11 09:00:00;31;73.9;61.2;71.8
2023-07-11 10:00:00;0;71.2;53.3;70.7
2023-07-11 11:00:00;0;66.7;45.5;66.8
2023-07-11 12:00:00;33;66.7;46.2;66.1
2023-07-11 13:00:00;4;75.1;61.4;73.0
2023-07-11 14:00:00;0;69.7;49.4;69.5
2023-07-11 15:00:00;35;73.8;58.8;71.9
2023-07-11 16:00:00;0;72.8;55.4;72.0
2023-07-11 17:00:00;0;68.0;46.3;68.1
2023-07-11 18:00:00;14;64.8;42.5;64.8
2023-07-11 19:00:00;19;76.0;63.9;73.8
2023-07-11 20:00:00;0;70.7;51.2;70.4
2023-07-11 21:00:00;29;74.9;62.2;72.8
2023-07-11 22:00:00;0;71.7;53.6;71.2
2023-07-11 23:00:00;0;67.1;45.2;67.3
2023-07-12 00:00:00;0;63.0;40.6;63.4
2023-07-12 01:00:00;32;71.1;55.4;69.1
2023-07-12 02:00:00;0;72.7;56.3;71.9
2023-07-12 03:00:00;0;68.1;47.4;68.0
2023-07-12 04:00:00;0;63.9;42.4;64.2
2023-07-12 05:00:00;0;60.2;39.1;60.6
2023-07-12 06:00:00;26;65.1;47.8;63.9
2023-07-12 07:00:00;0;74.2;59.0;72.8
2023-07-12 08:00:00;0;69.1;48.9;69.0
2023-07-12 09:00:00;0;64.8;43.2;65.1
2023-07-12 10:00:00;30;72.2;57.4;69.7
2023-07-12 11:00:00;0;72.7;56.0;71.8
2023-07-12 12:00:00;0;67.9;46.8;68.0
2023-07-12 13:00:00;0;63.7;41.7;64.1
2023-07-12 14:00:00;30;68.7;51.6;67.2
2023-07-12 15:00:00;0;73.9;58.7;72.9
2023-07-12 16:00:00;0;69.0;48.2;69.0
2023-07-12 17:00:00;0;64.7;42.7;65.1
2023-07-12 18:00:00;33;71.3;55.4;68.8
2023-07-12 19:00:00;0;73.3;57.1;72.3
2023-07-12 20:00:00;0;68.4;47.4;68.4
2023-07-12 21:00:00;32;74.3;59.7;72.2
2023-07-12 22:00:00;0;72.5;54.3;71.9
2023-07-12 23:00:00;0;67.8;45.8;68.0
2023-07-13 00:00:00;27;75.9;63.3;73.0
2023-07-13 01:00:00;0;71.1;51.8;70.7
2023-07-13 02:00:00;0;66.6;44.6;66.7
2023-07-13 03:00:00;0;62.5;40.5;62.9
2023-07-13 04:00:00;13;60.8;40.1;61.0
2023-07-13 05:00:00;12;75.3;62.8;73.1
2023-07-13 06:00:00;0;70.0;51.3;69.6
2023-07-13 07:00:00;0;65.6;44.9;65.8
2023-07-13 08:00:00;0;61.7;40.6;62.1
2023-07-13 09:00:00;33;68.3;51.4;66.8
2023-07-13 10:00:00;0;73.9;57.7;72.7
2023-07-13 11:00:00;17;70.4;50.0;69.4
2023-07-13 12:00:00;11;75.6;62.1;73.5
2023-07-13 13:00:00;22;73.8;57.4;71.9
2023-07-13 14:00:00;0;73.8;58.0;72.7
2023-07-13 15:00:00;31;72.5;53.4;70.6
2023-07-13 16:00:00;0;74.4;60.2;72.8
2023-07-13 17:00:00;0;69.3;48.5;69.1
2023-07-13 18:00:00;27;67.8;46.5;67.2
2023-07-13 19:00:00;5;75.3;62.5;73.5
2023-07-13 20:00:00;0;70.2;49.7;69.9
2023-07-13 21:00:00;21;67.5;45.5;67.2
2023-07-13 22:00:00;14;75.6;62.8;73.5
2023-07-13 23:00:00;0;70.4;50.5;70.1
2023-07-14 00:00:00;0;65.9;44.0;66.1
2023-07-14 01:00:00;0;61.9;40.1;62.4
2023-07-14 02:00:00;29;73.9;59.4;71.1
2023-07-14 03:00:00;0;71.5;53.2;71.0
2023-07-14 04:00:00;0;67.0;46.0;67.1
2023-07-14 05:00:00;0;62.9;41.4;63.3
2023-07-14 06:00:00;0;59.3;38.5;59.8
2023-07-14 07:00:00;21;70.2;56.0;68.5
2023-07-14 08:00:00;0;72.0;55.1;71.2
2023-07-14 09:00:00;0;67.3;46.8;67.4
2023-07-14 10:00:00;30;73.6;59.4;70.9
2023-07-14 11:00:00;0;72.1;54.6;71.5
2023-07-14 12:00:00;29;73.9;59.0;72.1
2023-07-14 13:00:00;0;72.5;55.4;71.8
2023-07-14 14:00:00;0;67.9;46.2;67.9
2023-07-14 15:00:00;0;63.6;41.2;64.0
2023-07-14 16:00:00;32;74.9;61.8;72.3
2023-07-14 17:00:00;0;71.4;52.9;70.8
2023-07-14 18:00:00;0;66.8;45.4;66.9
2023-07-14 19:00:00;0;62.7;40.8;63.1
2023-07-14 20:00:00;36;74.8;60.4;71.8
2023-07-14 21:00:00;0;71.8;53.2;71.2
2023-07-14 22:00:00;0;67.2;45.4;67.3
2023-07-14 23:00:00;34;67.8;47.3;67.0
2023-07-15 00:00:00;0;74.9;61.0;73.2
2023-07-15 01:00:00;0;69.7;49.2;69.5
2023-07-15 02:00:00;0;65.3;43.4;65.6
2023-07-15 03:00:00;0;61.4;39.8;61.8
2023-07-15 04:00:00;26;64.4;45.7;63.6
2023-07-15 05:00:00;0;74.3;59.9;72.6
2023-07-15 06:00:00;0;69.1;49.6;68.9
2023-07-15 07:00:00;0;64.9;43.9;65.1
2023-07-15 08:00:00;0;61.1;40.1;61.5
2023-07-15 09:00:00;32;71.9;57.3;69.8
2023-07-15 10:00:00;0;72.1;54.8;71.4
2023-07-15 11:00:00;31;75.9;62.8;73.6
2023-07-15 12:00:00;0;71.2;51.7;70.8
2023-07-15 13:00:00;0;66.7;44.3;66.8
2023-07-15 14:00:00;30;71.0;54.5;69.0
2023-07-15 15:00:00;0;73.7;58.0;72.7
2023-07-15 16:00:00;0;68.9;47.7;68.8
2023-07-15 17:00:00;0;64.6;42.3;64.9
2023-07-15 18:00:00;35;74.9;60.6;72.4
2023-07-15 19:00:00;0;71.9;53.4;71.3
2023-07-15 20:00:00;0;67.2;45.6;67.4
2023-07-15 21:00:00;34;73.2;58.0;71.2
2023-07-15 22:00:00;0;72.3;55.1;71.5
2023-07-15 23:00:00;0;67.6;46.4;67.7
2023-07-16 00:00:00;1;63.4;41.5;63.3
2023-07-16 01:00:00;31;76.3;62.9;73.7
2023-07-16 02:00:00;0;70.9;51.7;70.4
2023-07-16 03:00:00;0;66.3;45.0;66.5
2023-07-16 04:00:00;0;62.3;40.9;62.7
2023-07-16 05:00:00;0;58.7;38.1;59.3
2023-07-16 06:00:00;21;67.6;52.4;65.4
2023-07-16 07:00:00;0;72.7;56.9;71.7
2023-07-16 08:00:00;0;68.0;48.0;68.0
2023-07-16 09:00:00;0;63.8;42.8;64.2
2023-07-16 10:00:00;38;69.3;52.2;67.5
2023-07-16 11:00:00;0;73.8;58.8;72.6
2023-07-16 12:00:00;0;69.2;48.5;69.0
2023-07-16 15:00:00;0;76.3;68.3;74.3
2023-07-16 16:00:00;0;72.8;55.9;72.0
2023-07-16 17:00:00;0;68.1;46.7;68.2
2023-07-16 18:00:00;0;63.9;41.7;64.3
2023-07-16 19:00:00;37;68.1;49.6;66.9
2023-07-16 20:00:00;0;74.2;59.3;72.9
2023-07-16 21:00:00;17;70.5;50.6;69.4
2023-07-16 22:00:00;9;75.6;63.1;73.7
2023-07-16 23:00:00;0;70.4;50.1;70.1
2023-07-17 00:00:00;0;65.9;43.6;66.2
2023-07-17 01:00:00;0;61.9;39.8;62.4
2023-07-17 02:00:00;29;71.3;56.2;68.8
2023-07-17 03:00:00;0;72.5;55.6;71.6
2023-07-17 04:00:00;0;67.8;47.3;67.8
2023-07-17 05:00:00;0;63.7;42.5;64.0
2023-07-17 06:00:00;0;60.0;39.2;60.4
2023-07-17 07:00:00;22;65.5;48.9;63.8
2023-07-17 08:00:00;0;73.5;58.7;72.2
2023-07-17 09:00:00;17;70.1;50.9;68.8
2023-07-17 10:00:00;11;75.3;63.2;73.5
2023-07-17 11:00:00;0;70.2;50.2;70.0
2023-07-17 12:00:00;26;70.6;52.4;69.0
2023-07-17 13:00:00;0;73.8;59.8;72.7
2023-07-17 14:00:00;35;72.2;53.4;70.8
2023-07-17 15:00:00;0;74.3;61.6;72.9
2023-07-17 16:00:00;0;69.4;49.2;69.2
2023-07-17 17:00:00;0;65.1;43.2;65.3
2023-07-17 18:00:00;34;71.9;56.3;69.3
2023-07-17 19:00:00;0;73.0;56.7;72.2
2023-07-17 20:00:00;27;70.5;49.9;69.6
2023-07-17 21:00:00;14;75.6;62.8;73.3
2023-07-17 22:00:00;0;70.2;50.7;69.9
2023-07-17 23:00:00;0;65.8;44.1;66.0
2023-07-18 00:00:00;30;75.7;62.5;73.5
2023-07-18 01:00:00;0;71.2;51.8;70.7
2023-07-18 02:00:00;0;66.7;44.8;66.8
2023-07-18 03:00:00;0;62.6;40.6;63.0
2023-07-18 04:00:00;0;59.0;38.1;59.5
2023-07-18 05:00:00;27;75.0;61.5;72.0
2023-07-18 06:00:00;0;71.0;52.5;70.4
2023-07-18 07:00:00;0;66.5;45.7;66.6
2023-07-18 08:00:00;0;62.4;41.3;62.9
2023-07-18 09:00:00;31;74.7;62.0;72.2
2023-07-18 10:00:00;0;71.3;53.1;70.8
2023-07-18 11:00:00;0;66.8;45.3;66.9
2023-07-18 12:00:00;12;63.7;41.5;63.8
2023-07-18 13:00:00;25;76.3;63.6;73.8
2023-07-18 14:00:00;0;71.0;51.4;70.6
2023-07-18 15:00:00;30;74.8;60.9;72.8
2023-07-18 16:00:00;0;72.3;54.0;71.7
2023-07-18 17:00:00;20;69.0;47.0;68.6
2023-07-18 18:00:00;12;75.4;63.1;73.4
2023-07-18 19:00:00;0;70.1;50.3;69.9
2023-07-18 20:00:00;7;65.8;43.4;65.9
2023-07-18 21:00:00;30;76.2;63.6;73.7
2023-07-18 22:00:00;0;70.9;51.6;70.4
2023-07-18 23:00:00;29;69.3;48.3;68.6
2023-07-19 00:00:00;3;74.7;62.0;73.1
2023-07-19 01:00:00;0;69.8;49.4;69.5
2023-07-19 02:00:00;0;65.3;43.3;65.6
2023-07-19 03:00:00;0;61.4;39.5;61.8
2023-07-19 04:00:00;25;70.4;55.2;68.6
2023-07-19 05:00:00;0;72.4;55.5;71.5
2023-07-19 06:00:00;0;67.7;47.1;67.7
2023-07-19 07:00:00;0;63.6;42.1;63.9
2023-07-19 08:00:00;0;59.8;38.9;60.3
2023-07-19 09:00:00;30;71.7;57.3;69.6
2023-07-19 10:00:00;0;72.2;55.0;71.4
2023-07-19 11:00:00;27;70.3;50.5;69.1
2023-07-19 12:00:00;2;75.1;62.3;73.3
2023-07-19 13:00:00;0;69.9;49.4;69.7
2023-07-19 14:00:00;27;68.8;47.8;67.4
2023-07-19 15:00:00;5;75.3;63.0;73.5
2023-07-19 16:00:00;0;70.1;49.8;69.9
2023-07-19 17:00:00;26;73.2;58.2;71.1
2023-07-19 18:00:00;0;73.3;56.6;72.5
2023-07-19 19:00:00;0;68.6;46.8;68.6
2023-07-19 20:00:00;32;74.5;60.7;71.8
2023-07-19 21:00:00;0;71.9;53.9;71.2
2023-07-19 22:00:00;26;74.3;60.0;72.2
2023-07-19 23:00:00;0;72.7;55.1;72.0
2023-07-20 00:00:00;0;68.0;46.1;68.1
2023-07-20 01:00:00;0;63.8;41.4;64.2
2023-07-20 02:00:00;0;60.0;38.3;60.5
2023-07-20 03:00:00;26;72.7;59.2;70.9
2023-07-20 04:00:00;0;71.4;53.8;70.8
2023-07-20 05:00:00;0;66.9;46.3;67.0
2023-07-20 06:00:00;0;62.9;41.7;63.2
2023-07-20 07:00:00;11;60.4;39.8;60.8
2023-07-20 08:00:00;19;76.3;62.6;73.8
2023-07-20 09:00:00;35;74.3;56.6;71.7
2023-07-20 10:00:00;0;74.6;59.7;73.0
2023-07-20 11:00:00;0;69.4;48.3;69.2
2023-07-20 12:00:00;18;66.9;45.3;66.2
2023-07-20 13:00:00;12;75.7;63.7;73.8
2023-07-20 14:00:00;0;70.5;50.6;70.2
2023-07-20 15:00:00;0;66.1;44.0;66.3
2023-07-20 16:00:00;0;62.1;40.0;62.5
2023-07-20 17:00:00;36;72.4;58.1;70.3
2023-07-20 18:00:00;0;71.7;55.0;71.0
2023-07-20 19:00:00;27;74.5;61.3;71.9
2023-07-20 20:00:00;0;72.1;54.6;71.4
2023-07-20 21:00:00;0;67.5;45.9;67.5
2023-07-20 22:00:00;0;63.4;41.1;63.7
2023-07-20 23:00:00;32;72.4;57.5;69.8
2023-07-21 00:00:00;0;72.8;55.4;72.0
2023-07-21 01:00:00;0;68.1;46.9;68.1
2023-07-21 02:00:00;0;63.9;42.1;64.3
2023-07-21 03:00:00;0;60.2;38.9;60.7
2023-07-21 04:00:00;22;66.8;50.8;65.0
2023-07-21 05:00:00;0;73.1;58.6;71.9
2023-07-21 06:00:00;0;68.4;48.9;68.3
2023-07-21 07:00:00;0;64.3;43.3;64.5
2023-07-21 08:00:00;0;60.4;39.6;60.9
2023-07-21 09:00:00;29;75.9;62.4;72.7
2023-07-21 10:00:00;0;71.1;52.0;70.7
2023-07-21 11:00:00;0;66.6;45.0;66.7
2023-07-21 12:00:00;31;73.7;59.4;71.5
2023-07-21 13:00:00;0;71.7;53.7;71.1
2023-07-21 14:00:00;26;71.2;52.8;69.3
2023-07-21 15:00:00;0;73.9;60.0;72.5
2023-07-21 16:00:00;0;69.0;48.4;68.8
2023-07-21 17:00:00;0;64.7;42.7;64.9
2023-07-21 18:00:00;27;65.1;44.6;64.0
2023-07-21 19:00:00;7;75.2;62.5;73.3
2023-07-21 20:00:00;0;69.9;50.3;69.7
2023-07-21 21:00:00;33;74.2;59.5;71.7
2023-07-21 22:00:00;0;72.7;55.6;71.9
2023-07-21 23:00:00;0;68.0;46.6;68.0
2023-07-22 00:00:00;0;63.8;41.7;64.1
2023-07-22 01:00:00;0;60.0;38.6;60.5
2023-07-22 02:00:00;31;75.6;62.3;72.9
2023-07-22 03:00:00;0;70.8;52.5;70.3
2023-07-22 04:00:00;0;66.4;45.6;66.5
2023-07-22 05:00:00;0;62.5;41.3;62.8
2023-07-22 06:00:00;0;58.8;38.5;59.4
2023-07-22 07:00:00;23;70.1;56.1;68.2
2023-07-22 08:00:00;0;72.2;55.9;71.4
2023-07-22 09:00:00;0;67.6;47.6;67.6
2023-07-22 10:00:00;0;63.4;42.5;63.8
2023-07-22 11:00:00;30;67.9;50.7;66.5
2023-07-22 12:00:00;0;73.7;58.5;72.4
2023-07-22 13:00:00;0;68.8;48.2;68.6
2023-07-22 14:00:00;29;74.8;61.7;72.1
2023-07-22 15:00:00;0;71.8;53.8;71.2
2023-07-22 16:00:00;0;67.2;45.6;67.3
2023-07-22 17:00:00;0;63.1;41.1;63.5
2023-07-22 18:00:00;32;69.0;52.1;67.6
2023-07-22 19:00:00;0;73.6;58.0;72.5
2023-07-22 20:00:00;0;68.8;48.2;68.7
2023-07-22 21:00:00;0;64.5;42.8;64.8
2023-07-22 22:00:00;32;73.5;60.0;71.5
2023-07-22 23:00:00;0;72.2;54.8;71.5
2023-07-23 00:00:00;0;67.7;46.3;67.7
2023-07-23 01:00:00;0;63.4;41.5;63.8
2023-07-23 02:00:00;29;72.7;58.0;70.2
2023-07-23 03:00:00;0;72.1;54.5;71.3
2023-07-23 04:00:00;0;67.5;46.6;67.5
2023-07-23 05:00:00;0;63.4;41.9;63.7
2023-07-23 06:00:00;0;59.6;38.9;60.1
2023-07-23 07:00:00;24;67.3;51.7;65.7
2023-07-23 08:00:00;0;73.1;57.6;72.0
2023-07-23 09:00:00;0;68.3;48.1;68.2
2023-07-23 10:00:00;0;64.1;42.8;64.4
2023-07-23 11:00:00;37;73.7;58.9;70.7
2023-07-23 12:00:00;0;72.4;54.7;71.7
2023-07-23 13:00:00;0;67.7;46.4;67.7
2023-07-23 14:00:00;0;63.6;41.6;63.9
2023-07-23 15:00:00;36;72.2;56.9;70.3
2023-07-23 16:00:00;0;73.0;55.8;72.1
2023-07-23 17:00:00;0;68.2;47.0;68.2
2023-07-23 18:00:00;0;64.0;42.1;64.3
2023-07-23 19:00:00;38;71.4;55.2;69.3
2023-07-23 20:00:00;0;72.9;56.5;71.9
2023-07-23 21:00:00;34;72.6;54.9;70.9
2023-07-23 22:00:00;0;74.2;59.7;72.8
2023-07-23 23:00:00;0;69.3;48.6;69.1
2023-07-24 00:00:00;0;64.9;42.9;65.2
2023-07-24 01:00:00;0;61.0;39.4;61.5
2023-07-24 02:00:00;28;62.9;43.5;62.4
2023-07-24 03:00:00;2;74.7;61.1;72.8
2023-07-24 04:00:00;0;69.5;50.0;69.2
2023-07-24 05:00:00;0;65.2;44.3;65.4
2023-07-24 06:00:00;0;61.4;40.5;61.7
2023-07-24 07:00:00;18;62.1;43.4;61.4
2023-07-24 08:00:00;4;75.1;61.3;72.8
2023-07-24 09:00:00;0;69.6;50.3;69.3
2023-07-24 10:00:00;0;65.2;44.4;65.5
2023-07-24 11:00:00;33;75.6;62.0;73.0
2023-07-24 12:00:00;0;71.3;52.4;70.7
2023-07-24 13:00:00;36;71.4;52.1;69.3
2023-07-24 14:00:00;32;76.7;63.7;73.7
2023-07-24 15:00:00;0;74.6;59.6;72.9
2023-07-24 16:00:00;0;69.4;48.7;69.1
2023-07-24 17:00:00;0;65.0;43.0;65.2
2023-07-24 18:00:00;27;65.3;45.4;64.9
2023-07-24 19:00:00;0;74.5;62.0;73.1
2023-07-24 20:00:00;0;69.6;49.4;69.4
2023-07-24 21:00:00;26;72.8;57.6;70.9
2023-07-24 22:00:00;0;72.7;55.5;71.8
2023-07-24 23:00:00;0;67.9;46.6;67.9
2023-07-25 00:00:00;0;63.7;41.7;64.0
2023-07-25 01:00:00;35;70.5;54.2;68.7
2023-07-25 02:00:00;0;73.0;57.1;71.9
2023-07-25 03:00:00;0;68.2;47.9;68.1
2023-07-25 04:00:00;0;64.1;42.9;64.3
2023-07-25 05:00:00;0;60.4;39.6;60.8
2023-07-25 06:00:00;13;59.9;41.1;60.3
2023-07-25 07:00:00;8;75.2;61.5;72.9
2023-07-25 08:00:00;0;69.8;50.8;69.4
2023-07-25 09:00:00;0;65.4;44.9;65.6
2023-07-25 10:00:00;31;68.9;52.0;67.6
2023-07-25 11:00:00;0;73.9;59.3;72.6
2023-07-25 12:00:00;0;69.0;48.3;68.8
2023-07-25 13:00:00;22;67.1;45.7;66.7
2023-07-25 14:00:00;0;73.2;56.5;72.3
2023-07-25 15:00:00;0;69.8;49.2;69.5
2023-07-25 16:00:00;0;65.4;43.1;65.6
