Site;SS47 Rue des Moulins 11 (ID 3247);SS47 Rue des Moulins 11 (ID 3247);SS47 Rue des Moulins 11 (ID 3247);SS47 Rue des Moulins 11 (ID 3247)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-05-22 16:00:00;0;34.3;25.3;33.5
2023-05-22 17:00:00;0;32.6;25.0;31.4
2023-05-22 18:00:00;0;31.3;24.9;30.6
2023-05-22 19:00:00;0;30.2;24.0;29.9
2023-05-22 20:00:00;0;29.4;24.0;29.3
2023-05-22 21:00:00;0;28.8;23.0;28.7
2023-05-22 22:00:00;0;28.0;23.0;28.2
2023-05-22 23:00:00;0;27.4;22.9;27.6
2023-05-23 00:00:00;0;27.0;22.0;27.2
2023-05-23 01:00:00;0;26.2;22.0;26.6
2023-05-23 02:00:00;0;26.0;22.0;26.2
2023-05-23 03:00:00;0;25.2;22.0;25.7
2023-05-23 04:00:00;0;25.0;21.2;25.3
2023-05-23 05:00:00;0;24.6;21.0;24.9
2023-05-23 06:00:00;9;57.4;28.1;37.8
2023-05-23 07:00:00;7;71.8;31.0;39.0
2023-05-23 08:00:00;7;72.0;31.0;38.8
2023-05-23 09:00:00;7;71.0;31.0;38.3
2023-05-23 10:00:00;5;65.0;30.8;37.0
2023-05-23 11:00:00;0;42.3;28.3;37.0
2023-05-23 12:00:00;0;37.7;26.8;35.5
2023-05-23 13:00:00;0;35.2;25.7;34.2
2023-05-23 14:00:00;0;33.5;25.0;33.3
2023-05-23 15:00:00;0;32.3;24.0;32.3
2023-05-23 16:00:00;0;31.3;24.0;31.4
2023-05-23 17:00:00;0;30.3;23.1;30.6
2023-05-23 18:00:00;0;29.5;23.0;29.8
2023-05-23 19:00:00;0;28.8;23.0;29.0
2023-05-23 20:00:00;0;28.0;22.3;28.3
2023-05-23 21:00:00;0;27.3;22.0;27.7
2023-05-23 22:00:00;0;26.9;22.0;27.1
2023-05-23 23:00:00;0;26.0;22.0;26.5
2023-05-24 00:00:00;0;25.9;22.0;26.1
2023-05-24 01:00:00;0;25.0;21.5;25.5
2023-05-24 02:00:00;0;25.0;21.0;25.2
2023-05-24 03:00:00;0;24.1;21.0;24.7
2023-05-24 04:00:00;0;24.0;21.0;24.3
2023-05-24 05:00:00;0;23.9;21.0;23.8
2023-05-24 06:00:00;0;23.0;21.0;23.4
2023-05-24 07:00:00;0;23.0;21.0;23.3
2023-05-24 08:00:00;0;23.0;21.0;23.0
2023-05-24 09:00:00;0;22.7;20.7;22.7
2023-05-24 10:00:00;0;22.0;20.1;22.5
2023-05-24 11:00:00;0;22.0;20.0;22.3
2023-05-24 12:00:00;0;22.0;20.0;22.2
2023-05-24 13:00:00;0;22.0;20.0;22.0
2023-05-24 14:00:00;0;22.0;20.0;21.8
2023-05-24 15:00:00;0;21.9;20.0;21.6
2023-05-24 16:00:00;0;21.0;20.0;21.5
2023-05-24 17:00:00;0;21.0;20.0;21.4
2023-05-24 18:00:00;0;21.0;20.0;21.3
2023-05-24 19:00:00;0;21.0;20.0;21.1
2023-05-24 20:00:00;0;21.0;20.0;21.0
2023-05-24 21:00:00;0;21.0;20.0;20.9
2023-05-24 22:00:00;0;21.0;20.0;20.8
2023-05-24 23:00:00;0;21.0;20.0;20.7
2023-05-25 00:00:00;0;21.0;20.0;20.6
2023-05-25 01:00:00;10;66.6;28.1;36.6
2023-05-25 02:00:00;8;71.9;30.2;38.8
2023-05-25 03:00:00;8;71.0;31.0;38.9
2023-05-25 04:00:00;8;71.0;31.0;39.0
2023-05-25 05:00:00;8;71.0;31.0;39.5
2023-05-25 06:00:00;8;71.0;31.0;39.4
2023-05-25 07:00:00;8;71.0;31.0;39.5
2023-05-25 08:00:00;8;72.3;31.0;39.3
2023-05-25 09:00:00;8;73.0;31.0;39.4
2023-05-25 10:00:00;8;72.2;31.0;39.2
2023-05-25 11:00:00;8;71.8;31.0;39.2
2023-05-25 12:00:00;8;72.5;31.0;39.2
2023-05-25 13:00:00;7;71.8;31.0;38.9
2023-05-25 14:00:00;7;71.1;31.0;38.4
2023-05-25 15:00:00;6;71.2;30.9;37.7
2023-05-25 16:00:00;0;44.3;28.4;36.9
2023-05-25 17:00:00;0;38.4;26.9;35.7
2023-05-25 18:00:00;0;35.7;25.8;34.4
2023-05-25 19:00:00;0;33.7;25.0;33.4
2023-05-25 20:00:00;0;32.5;24.0;32.0
2023-05-25 21:00:00;0;31.3;24.0;30.5
2023-05-25 22:00:00;0;30.1;23.4;29.7
2023-05-25 23:00:00;0;29.0;23.0;29.0
2023-05-26 00:00:00;0;28.3;22.9;28.4
2023-05-26 01:00:00;0;27.7;22.0;27.8
2023-05-26 02:00:00;0;27.0;22.0;27.3
2023-05-26 03:00:00;3;33.3;22.6;30.5
2023-05-26 04:00:00;8;61.5;29.3;38.7
2023-05-26 05:00:00;10;71.0;31.4;39.8
2023-05-26 06:00:00;20;76.7;57.5;68.1
2023-05-26 07:00:00;7;74.0;40.0;44.2
2023-05-26 08:00:00;7;73.5;31.0;39.0
2023-05-26 09:00:00;7;72.1;31.0;38.6
2023-05-26 10:00:00;7;71.3;31.0;38.7
2023-05-26 11:00:00;7;72.4;31.0;38.2
2023-05-26 12:00:00;5;68.0;30.9;37.2
2023-05-26 13:00:00;0;43.1;28.4;37.0
2023-05-26 14:00:00;0;38.1;26.9;35.6
2023-05-26 15:00:00;0;35.5;25.8;34.4
2023-05-26 16:00:00;0;33.7;25.0;33.4
2023-05-26 17:00:00;0;32.5;24.1;32.5
2023-05-26 18:00:00;0;31.4;24.0;31.6
2023-05-26 19:00:00;0;30.5;23.1;30.7
2023-05-26 20:00:00;0;29.6;23.0;29.9
2023-05-26 21:00:00;0;28.9;23.0;29.1
2023-05-26 22:00:00;0;28.0;22.2;28.4
2023-05-26 23:00:00;0;27.3;22.0;27.7
2023-05-27 00:00:00;0;27.0;22.0;27.2
2023-05-27 01:00:00;0;26.0;22.0;26.6
2023-05-27 02:00:00;0;26.0;22.0;26.1
2023-05-27 03:00:00;0;25.0;21.2;25.6
2023-05-27 04:00:00;0;25.0;21.0;25.2
2023-05-27 05:00:00;0;24.2;21.0;24.7
2023-05-27 06:00:00;0;24.0;21.0;24.3
2023-05-27 07:00:00;0;23.9;21.0;24.0
2023-05-27 08:00:00;0;23.0;21.0;23.7
2023-05-27 09:00:00;0;23.0;21.0;23.3
2023-05-27 10:00:00;0;23.0;21.0;23.0
2023-05-27 11:00:00;0;22.7;20.3;22.6
2023-05-27 12:00:00;0;22.0;20.0;22.5
2023-05-27 13:00:00;0;22.0;20.0;22.3
2023-05-27 14:00:00;0;22.0;20.0;22.1
2023-05-27 15:00:00;0;22.0;20.0;22.0
2023-05-27 16:00:00;0;22.0;20.0;21.8
2023-05-27 17:00:00;0;22.0;20.0;21.6
2023-05-27 18:00:00;0;21.2;20.0;21.5
2023-05-27 19:00:00;0;21.0;20.0;21.4
2023-05-27 20:00:00;0;21.0;20.0;21.3
2023-05-27 21:00:00;0;21.0;20.0;21.2
2023-05-27 22:00:00;0;21.0;20.0;21.0
2023-05-27 23:00:00;0;21.0;20.0;20.9
2023-05-28 00:00:00;0;21.0;20.0;20.8
2023-05-28 01:00:00;0;21.0;20.0;20.7
2023-05-28 02:00:00;0;21.0;20.0;20.6
2023-05-28 03:00:00;0;21.0;20.0;20.5
2023-05-28 04:00:00;0;21.0;20.0;20.5
2023-05-28 05:00:00;0;20.9;20.0;20.4
2023-05-28 06:00:00;7;35.2;29.5;33.3
2023-05-28 07:00:00;8;74.5;58.6;66.4
2023-05-28 08:00:00;0;60.6;47.1;59.9
2023-05-28 09:00:00;0;54.9;38.6;56.6
2023-05-28 10:00:00;0;51.5;34.1;53.3
2023-05-28 11:00:00;0;48.4;31.1;50.0
2023-05-28 12:00:00;0;45.4;29.3;47.1
2023-05-28 13:00:00;0;42.9;27.9;44.4
2023-05-28 14:00:00;0;40.5;27.0;42.0
2023-05-28 15:00:00;0;38.4;26.1;39.8
2023-05-28 16:00:00;0;36.5;25.5;38.0
2023-05-28 17:00:00;0;34.8;25.0;36.3
2023-05-28 18:00:00;0;33.4;24.6;34.8
2023-05-28 19:00:00;0;32.1;24.0;33.5
2023-05-28 20:00:00;0;30.9;24.0;32.3
2023-05-28 21:00:00;0;29.9;23.2;31.2
2023-05-28 22:00:00;0;29.0;23.0;30.3
2023-05-28 23:00:00;0;28.1;23.0;29.4
2023-05-29 00:00:00;0;27.4;22.8;28.6
2023-05-29 01:00:00;1;27.0;22.1;27.9
2023-05-29 02:00:00;16;76.1;66.1;74.2
2023-05-29 03:00:00;2;70.5;59.9;68.1
2023-05-29 04:00:00;0;61.7;46.3;63.6
2023-05-29 05:00:00;0;57.9;39.1;59.9
2023-05-29 06:00:00;0;54.3;34.9;56.2
2023-05-29 07:00:00;0;50.7;32.1;52.7
2023-05-29 08:00:00;0;47.5;30.2;49.4
2023-05-29 09:00:00;0;44.7;28.8;46.5
2023-05-29 10:00:00;0;42.1;27.8;43.8
2023-05-29 11:00:00;0;38.6;27.0;36.1
2023-05-29 12:00:00;0;34.8;27.0;34.7
2023-05-29 13:00:00;0;33.0;26.1;34.0
2023-05-29 14:00:00;0;32.0;25.3;33.3
2023-05-29 15:00:00;0;31.0;25.0;32.3
2023-05-29 16:00:00;0;30.1;24.0;31.0
2023-05-29 17:00:00;0;29.2;24.0;29.0
2023-05-29 18:00:00;0;28.2;24.0;28.6
2023-05-29 19:00:00;0;27.4;23.8;28.0
2023-05-29 20:00:00;0;27.0;23.0;27.5
2023-05-29 21:00:00;0;26.2;23.0;27.0
2023-05-29 22:00:00;0;26.0;23.0;26.5
2023-05-29 23:00:00;0;25.5;22.7;26.2
2023-05-30 00:00:00;0;25.0;22.0;25.8
2023-05-30 01:00:00;0;25.0;22.0;25.4
2023-05-30 02:00:00;0;24.1;22.0;25.1
2023-05-30 03:00:00;0;24.0;22.0;24.7
2023-05-30 04:00:00;0;24.0;22.0;24.3
2023-05-30 05:00:00;0;23.3;21.3;24.1
2023-05-30 06:00:00;0;23.0;21.0;23.8
2023-05-30 07:00:00;0;23.0;21.0;23.5
2023-05-30 08:00:00;0;23.0;21.0;23.3
2023-05-30 09:00:00;0;22.6;21.0;23.1
2023-05-30 10:00:00;0;22.0;21.0;22.8
2023-05-30 11:00:00;0;22.0;21.0;22.6
2023-05-30 12:00:00;0;22.0;21.0;22.4
2023-05-30 13:00:00;0;22.0;21.0;22.3
2023-05-30 14:00:00;0;22.0;21.0;22.2
2023-05-30 15:00:00;0;22.0;21.0;22.0
2023-05-30 16:00:00;0;21.9;21.0;21.8
2023-05-30 17:00:00;0;21.0;21.0;21.7
2023-05-30 18:00:00;0;21.0;21.0;21.5
2023-05-30 19:00:00;0;21.0;21.0;21.4
2023-05-30 20:00:00;0;21.0;21.0;21.3
2023-05-30 21:00:00;0;21.0;21.0;21.2
2023-05-30 22:00:00;0;21.0;21.0;21.0
2023-05-30 23:00:00;0;21.0;21.0;20.9
2023-05-31 00:00:00;0;21.0;21.0;20.8
2023-05-31 01:00:00;0;21.0;21.0;20.7
2023-05-31 02:00:00;0;21.0;20.9;20.6
2023-05-31 03:00:00;0;21.0;20.2;20.6
2023-05-31 04:00:00;0;21.0;20.0;20.5
2023-05-31 05:00:00;0;21.0;20.0;20.4
2023-05-31 06:00:00;0;21.0;20.0;20.4
2023-05-31 07:00:00;0;21.0;20.0;20.4
2023-05-31 08:00:00;0;21.0;20.0;20.3
2023-05-31 09:00:00;0;21.0;20.0;20.3
2023-05-31 10:00:00;0;21.0;20.0;20.3
2023-05-31 11:00:00;0;21.0;20.0;20.3
2023-05-31 12:00:00;0;20.9;20.0;20.3
2023-05-31 13:00:00;0;20.9;20.0;20.3
2023-05-31 14:00:00;0;20.7;20.0;20.3
2023-05-31 15:00:00;0;20.6;20.0;20.2
2023-05-31 16:00:00;0;20.6;20.0;20.2
2023-05-31 17:00:00;0;20.6;20.0;20.2
2023-05-31 18:00:00;0;20.6;20.0;20.1
2023-05-31 19:00:00;0;20.6;20.0;20.1
2023-05-31 20:00:00;0;20.4;20.0;20.0
2023-05-31 21:00:00;0;20.2;20.0;20.0
2023-05-31 22:00:00;0;20.1;20.0;20.0
2023-05-31 23:00:00;0;20.0;20.0;19.9
2023-06-01 00:00:00;0;20.0;20.0;19.9
2023-06-01 01:00:00;0;20.0;20.0;19.8
2023-06-01 02:00:00;0;20.0;20.0;19.8
2023-06-01 03:00:00;0;20.0;20.0;19.8
2023-06-01 04:00:00;0;20.0;20.0;19.8
2023-06-01 05:00:00;0;20.0;20.0;19.8
2023-06-01 06:00:00;0;20.0;20.0;19.8
2023-06-01 07:00:00;0;20.0;20.0;19.8
2023-06-01 08:00:00;0;20.0;20.0;19.8
2023-06-01 09:00:00;0;20.0;20.0;19.8
2023-06-01 10:00:00;0;20.0;20.0;19.8
2023-06-01 11:00:00;0;20.0;20.0;19.8
2023-06-01 12:00:00;0;20.0;20.0;19.8
2023-06-01 13:00:00;0;20.0;20.0;19.8
2023-06-01 14:00:00;0;20.0;20.0;19.8
2023-06-01 15:00:00;0;20.0;20.0;19.7
2023-06-01 16:00:00;0;20.0;20.0;19.7
2023-06-01 17:00:00;0;20.0;20.0;19.7
2023-06-01 18:00:00;0;20.0;20.0;19.7
2023-06-01 19:00:00;0;20.0;20.0;19.7
2023-06-01 20:00:00;0;20.0;20.0;19.6
2023-06-01 21:00:00;0;20.0;20.0;19.6
2023-06-01 22:00:00;0;20.0;20.0;19.6
2023-06-01 23:00:00;0;20.0;20.0;19.6
2023-06-02 00:00:00;0;20.0;20.0;19.6
2023-06-02 01:00:00;0;20.0;20.0;19.5
2023-06-02 02:00:00;0;20.0;20.0;19.5
2023-06-02 03:00:00;0;20.0;20.0;19.5
2023-06-02 04:00:00;0;20.0;20.0;19.5
2023-06-02 05:00:00;0;20.1;20.0;19.5
2023-06-02 06:00:00;16;74.4;56.3;66.8
2023-06-02 07:00:00;1;65.2;52.2;60.9
2023-06-02 08:00:00;0;56.1;41.4;57.5
2023-06-02 09:00:00;0;52.7;35.9;54.5
2023-06-02 10:00:00;0;49.7;32.7;51.4
2023-06-02 11:00:00;0;46.8;30.5;48.4
2023-06-02 12:00:00;0;44.1;29.0;45.7
2023-06-02 13:00:00;0;41.7;27.8;43.2
2023-06-02 14:00:00;0;39.5;27.0;41.0
2023-06-02 15:00:00;0;37.6;26.1;39.0
2023-06-02 16:00:00;0;35.9;25.7;37.3
2023-06-02 17:00:00;0;34.4;25.0;35.8
2023-06-02 18:00:00;0;33.0;24.9;34.4
2023-06-02 19:00:00;0;31.7;24.0;33.2
2023-06-02 20:00:00;0;30.7;24.0;32.1
2023-06-02 21:00:00;0;29.7;23.8;31.0
2023-06-02 22:00:00;0;28.9;23.0;30.1
2023-06-02 23:00:00;0;28.0;23.0;29.3
2023-06-03 00:00:00;0;27.3;23.0;28.5
2023-06-03 01:00:00;0;26.9;22.7;27.8
2023-06-03 02:00:00;0;26.0;22.0;27.2
2023-06-03 03:00:00;0;25.8;22.0;26.6
2023-06-03 04:00:00;0;25.0;22.0;26.1
2023-06-03 05:00:00;0;25.0;22.0;25.6
2023-06-03 06:00:00;0;24.1;22.0;25.2
2023-06-03 07:00:00;0;24.0;21.1;24.8
2023-06-03 08:00:00;0;24.0;21.0;24.4
2023-06-03 09:00:00;0;23.1;21.0;24.1
2023-06-03 10:00:00;0;23.0;21.0;23.8
2023-06-03 11:00:00;0;23.0;21.0;23.5
2023-06-03 12:00:00;0;23.0;21.0;23.3
2023-06-03 13:00:00;0;22.5;21.0;23.0
2023-06-03 14:00:00;0;22.0;21.0;22.8
2023-06-03 15:00:00;0;22.0;21.0;22.6
2023-06-03 16:00:00;0;22.0;21.0;22.4
2023-06-03 17:00:00;0;22.0;21.0;22.2
2023-06-03 18:00:00;0;22.0;21.0;22.0
2023-06-03 19:00:00;0;22.0;21.0;21.9
2023-06-03 20:00:00;0;22.0;21.0;21.8
2023-06-03 21:00:00;0;21.7;21.0;21.6
2023-06-03 22:00:00;0;21.0;21.0;21.5
2023-06-03 23:00:00;0;21.0;21.0;21.5
2023-06-04 00:00:00;0;21.0;21.0;21.4
2023-06-04 01:00:00;0;21.0;20.3;21.3
2023-06-04 02:00:00;0;21.0;20.0;21.2
2023-06-04 03:00:00;0;21.0;20.0;21.1
2023-06-04 04:00:00;0;21.0;20.0;21.0
2023-06-04 05:00:00;0;21.0;20.0;21.0
2023-06-04 06:00:00;0;21.0;20.0;20.9
2023-06-04 07:00:00;0;21.0;20.0;20.8
2023-06-04 08:00:00;1;21.3;20.3;20.9
2023-06-04 09:00:00;14;76.3;58.2;68.2
2023-06-04 10:00:00;0;63.5;50.8;60.3
2023-06-04 11:00:00;0;55.8;41.0;57.4
2023-06-04 12:00:00;0;52.6;35.8;54.3
2023-06-04 13:00:00;0;49.6;32.7;51.3
2023-06-04 14:00:00;0;46.7;30.6;48.3
2023-06-04 15:00:00;0;44.1;29.3;45.6
2023-06-04 16:00:00;0;41.7;28.1;43.2
2023-06-04 17:00:00;0;39.6;27.1;41.0
2023-06-04 18:00:00;0;37.6;26.4;39.1
2023-06-04 19:00:00;0;35.9;25.9;37.3
2023-06-04 20:00:00;0;34.4;25.0;35.8
2023-06-04 21:00:00;0;33.0;25.0;34.4
2023-06-04 22:00:00;0;31.7;24.0;33.2
2023-06-04 23:00:00;0;30.7;24.0;32.1
2023-06-05 00:00:00;0;29.8;23.7;31.0
2023-06-05 01:00:00;1;29.0;23.1;30.2
2023-06-05 02:00:00;16;76.3;65.7;74.3
2023-06-05 03:00:00;1;70.2;59.6;68.0
2023-06-05 04:00:00;0;61.7;46.2;63.5
2023-06-05 05:00:00;0;57.9;39.2;59.8
2023-06-05 06:00:00;7;66.3;31.8;38.7
2023-06-05 07:00:00;7;66.5;31.0;38.5
2023-06-05 08:00:00;7;70.9;31.0;38.3
2023-06-05 09:00:00;7;72.5;31.0;37.7
2023-06-05 10:00:00;5;68.4;30.8;36.8
2023-06-05 11:00:00;0;41.7;28.3;34.3
2023-06-05 12:00:00;0;36.6;27.3;32.6
2023-06-05 13:00:00;0;34.2;26.7;31.3
2023-06-05 14:00:00;0;32.5;26.0;30.0
2023-06-05 15:00:00;0;31.3;25.3;29.9
2023-06-05 16:00:00;0;30.2;25.0;29.9
2023-06-05 17:00:00;0;29.5;24.0;29.3
2023-06-05 18:00:00;0;29.0;24.0;28.7
2023-06-05 19:00:00;0;28.4;23.6;28.2
2023-06-05 20:00:00;0;28.0;23.0;27.8
2023-06-05 21:00:00;0;27.3;23.0;27.3
2023-06-05 22:00:00;0;27.0;23.0;26.9
2023-06-05 23:00:00;0;26.5;23.0;26.5
2023-06-06 00:00:00;0;26.0;23.0;26.1
2023-06-06 01:00:00;0;25.8;22.2;24.9
2023-06-06 02:00:00;0;25.0;22.0;24.8
2023-06-06 03:00:00;0;25.0;22.0;24.6
2023-06-06 04:00:00;0;24.6;22.0;24.4
2023-06-06 05:00:00;0;24.0;22.0;24.2
2023-06-06 06:00:00;0;24.0;22.0;24.0
2023-06-06 07:00:00;0;24.0;22.0;23.8
2023-06-06 08:00:00;0;24.0;22.0;23.6
2023-06-06 09:00:00;0;23.1;21.8;23.4
2023-06-06 10:00:00;0;23.0;21.3;23.3
2023-06-06 11:00:00;0;23.0;21.0;23.1
2023-06-06 12:00:00;0;23.0;21.0;23.0
2023-06-06 13:00:00;0;23.0;21.0;22.8
2023-06-06 14:00:00;0;23.0;21.0;22.7
2023-06-06 15:00:00;0;23.0;21.0;22.5
2023-06-06 16:00:00;0;22.4;21.0;22.4
2023-06-06 17:00:00;0;22.0;21.0;22.3
2023-06-06 18:00:00;0;22.0;21.0;22.3
2023-06-06 19:00:00;0;22.0;21.0;22.2
2023-06-06 20:00:00;0;22.0;21.0;22.1
2023-06-06 21:00:00;0;22.0;21.0;22.0
2023-06-06 22:00:00;0;22.0;21.0;21.9
2023-06-06 23:00:00;0;22.0;21.0;21.8
2023-06-07 00:00:00;0;22.0;21.0;21.7
2023-06-07 01:00:00;0;22.0;21.0;21.7
2023-06-07 02:00:00;0;22.0;21.0;21.6
2023-06-07 03:00:00;0;22.0;21.0;21.5
2023-06-07 04:00:00;0;22.0;21.0;21.5
2023-06-07 05:00:00;0;22.0;21.0;21.4
2023-06-07 06:00:00;0;21.5;21.0;21.4
2023-06-07 07:00:00;0;21.0;21.0;21.3
2023-06-07 08:00:00;0;21.0;21.0;21.2
2023-06-07 09:00:00;0;21.0;21.0;21.2
2023-06-07 10:00:00;0;21.0;21.0;21.1
2023-06-07 11:00:00;0;21.0;21.0;21.1
2023-06-07 12:00:00;0;21.0;21.0;21.0
2023-06-07 13:00:00;0;21.0;21.0;21.0
2023-06-07 14:00:00;0;21.0;21.0;20.9
2023-06-07 15:00:00;0;21.0;21.0;20.9
2023-06-07 16:00:00;0;21.0;21.0;20.9
2023-06-07 17:00:00;0;21.0;21.0;20.9
2023-06-07 18:00:00;0;21.0;21.0;20.8
2023-06-07 19:00:00;0;21.0;21.0;20.9
2023-06-07 20:00:00;0;21.0;21.0;20.8
2023-06-07 21:00:00;0;21.0;21.0;20.8
2023-06-07 22:00:00;0;21.0;21.0;20.7
2023-06-07 23:00:00;0;21.0;21.0;20.7
2023-06-08 00:00:00;0;21.0;21.0;20.7
2023-06-08 01:00:00;0;21.0;21.0;20.7
2023-06-08 02:00:00;0;21.0;21.0;20.7
2023-06-08 03:00:00;0;21.0;21.0;20.6
2023-06-08 04:00:00;0;21.0;21.0;20.6
2023-06-08 05:00:00;0;21.0;21.0;20.6
2023-06-08 06:00:00;0;21.0;21.0;20.6
2023-06-08 07:00:00;0;21.0;21.0;20.6
2023-06-08 08:00:00;0;21.0;21.0;20.5
2023-06-08 09:00:00;0;21.0;21.0;20.5
2023-06-08 10:00:00;0;21.0;21.0;20.5
2023-06-08 11:00:00;0;21.0;21.0;20.5
2023-06-08 12:00:00;0;21.0;21.0;20.5
2023-06-08 13:00:00;0;21.0;21.0;20.5
2023-06-08 14:00:00;0;21.0;21.0;20.5
2023-06-08 15:00:00;0;21.0;21.0;20.4
2023-06-08 16:00:00;0;21.0;21.0;20.5
2023-06-08 17:00:00;0;21.0;21.0;20.5
2023-06-08 18:00:00;0;21.0;21.0;20.5
2023-06-08 19:00:00;0;21.0;21.0;20.5
2023-06-08 20:00:00;0;21.0;21.0;20.5
2023-06-08 21:00:00;0;21.0;21.0;20.5
2023-06-08 22:00:00;0;21.0;21.0;20.5
2023-06-08 23:00:00;0;21.0;21.0;20.5
2023-06-09 00:00:00;0;21.0;21.0;20.5
2023-06-09 01:00:00;0;21.0;21.0;20.5
2023-06-09 02:00:00;0;21.0;21.0;20.5
2023-06-09 03:00:00;0;21.0;21.0;20.5
2023-06-09 04:00:00;0;21.0;21.0;20.4
2023-06-09 05:00:00;0;21.1;21.0;20.5
2023-06-09 06:00:00;15;74.7;56.0;67.0
2023-06-09 07:00:00;1;65.4;52.3;61.0
2023-06-09 08:00:00;0;56.3;41.7;57.7
2023-06-09 09:00:00;0;53.0;36.3;54.7
2023-06-09 10:00:00;0;50.0;33.1;51.6
2023-06-09 11:00:00;0;47.1;31.0;48.7
2023-06-09 12:00:00;0;44.5;29.5;46.0
2023-06-09 13:00:00;0;42.1;28.4;43.6
2023-06-09 14:00:00;0;40.0;27.6;41.4
2023-06-09 15:00:00;0;38.1;27.0;39.5
2023-06-09 16:00:00;0;36.4;26.1;37.8
2023-06-09 17:00:00;0;34.8;26.0;36.3
2023-06-09 18:00:00;0;33.5;25.1;34.9
2023-06-09 19:00:00;0;32.3;25.0;33.7
2023-06-09 20:00:00;0;31.3;24.6;32.6
2023-06-09 21:00:00;0;30.2;24.0;31.6
2023-06-09 22:00:00;0;29.3;24.0;29.8
2023-06-09 23:00:00;0;28.5;24.0;29.2
2023-06-10 00:00:00;0;27.9;23.4;28.5
2023-06-10 01:00:00;0;27.0;23.0;27.9
2023-06-10 02:00:00;0;26.7;23.0;27.4
2023-06-10 03:00:00;0;26.0;23.0;27.0
2023-06-10 04:00:00;0;26.0;23.0;26.5
2023-06-10 05:00:00;0;25.1;22.8;26.1
2023-06-10 06:00:00;0;25.0;22.0;25.7
2023-06-10 07:00:00;0;25.0;22.0;25.4
2023-06-10 08:00:00;0;24.1;22.0;25.1
2023-06-10 09:00:00;0;24.0;22.0;24.7
2023-06-10 10:00:00;0;24.0;22.0;24.4
2023-06-10 11:00:00;0;24.0;22.0;24.2
2023-06-10 12:00:00;0;23.1;22.0;24.0
2023-06-10 13:00:00;0;23.0;22.0;23.7
2023-06-10 14:00:00;0;23.0;22.0;23.5
2023-06-10 15:00:00;0;23.0;22.0;23.3
2023-06-10 16:00:00;0;23.0;22.0;23.2
2023-06-10 17:00:00;0;23.0;22.0;23.0
2023-06-10 18:00:00;0;23.0;22.0;22.9
2023-06-10 19:00:00;0;22.4;22.0;22.7
2023-06-10 20:00:00;0;22.0;22.0;22.6
2023-06-10 21:00:00;0;22.0;22.0;22.4
2023-06-10 22:00:00;0;22.0;22.0;22.4
2023-06-10 23:00:00;0;22.0;21.7;22.3
2023-06-11 00:00:00;0;22.0;21.1;22.2
2023-06-11 01:00:00;0;22.0;21.0;22.2
2023-06-11 02:00:00;0;22.0;21.0;22.0
2023-06-11 03:00:00;0;22.0;21.0;21.9
2023-06-11 04:00:00;0;22.0;21.0;21.9
2023-06-11 05:00:00;0;22.0;21.0;21.8
2023-06-11 06:00:00;0;22.0;21.0;21.7
2023-06-11 07:00:00;0;22.0;21.0;21.6
2023-06-11 08:00:00;0;22.0;21.0;21.6
2023-06-11 09:00:00;0;22.0;21.0;21.5
2023-06-11 10:00:00;8;42.0;34.7;39.4
2023-06-11 11:00:00;6;73.0;58.1;65.2
2023-06-11 12:00:00;0;59.4;46.5;59.3
2023-06-11 13:00:00;0;54.6;39.3;56.3
2023-06-11 14:00:00;0;51.6;35.2;53.3
2023-06-11 15:00:00;0;48.8;32.7;50.4
2023-06-11 16:00:00;0;46.1;31.0;47.6
2023-06-11 17:00:00;0;43.7;29.6;45.1
2023-06-11 18:00:00;0;41.4;28.7;42.9
2023-06-11 19:00:00;0;39.5;27.9;40.9
2023-06-11 20:00:00;0;37.6;27.0;39.0
2023-06-11 21:00:00;0;36.1;26.6;37.4
2023-06-11 22:00:00;0;34.6;26.0;36.0
2023-06-11 23:00:00;0;33.4;25.5;34.7
2023-06-12 00:00:00;0;32.2;25.0;33.6
2023-06-12 01:00:00;1;31.4;25.2;32.6
2023-06-12 02:00:00;16;75.8;66.9;74.0
2023-06-12 03:00:00;1;69.9;59.4;67.6
2023-06-12 04:00:00;0;61.6;46.3;63.5
2023-06-12 05:00:00;0;57.9;39.4;59.9
2023-06-12 06:00:00;0;54.4;35.4;56.3
2023-06-12 07:00:00;0;50.9;32.8;52.9
2023-06-12 08:00:00;0;47.9;31.0;49.7
2023-06-12 09:00:00;0;44.9;30.0;45.0
2023-06-12 10:00:00;0;41.3;30.0;42.2
2023-06-12 11:00:00;0;38.3;29.0;36.5
2023-06-12 12:00:00;0;35.2;28.3;35.2
2023-06-12 13:00:00;0;33.6;27.5;34.6
2023-06-12 14:00:00;0;32.7;26.7;33.9
2023-06-12 15:00:00;0;31.9;26.0;33.0
2023-06-12 16:00:00;0;31.0;25.5;32.3
2023-06-12 17:00:00;0;30.2;25.0;31.4
2023-06-12 18:00:00;0;29.6;25.0;30.4
2023-06-12 19:00:00;0;29.0;24.4;29.6
2023-06-12 20:00:00;0;28.1;24.0;29.1
2023-06-12 21:00:00;0;28.0;24.0;28.5
2023-06-12 22:00:00;0;27.0;24.0;28.0
